,,Starting_Time,Min_ConfInt,Max_ConfInt,Forecast,Real
26/02/2018,06:00,1300,0.00,398.10,162.81,452.67
26/02/2018,07:00,1300,0.00,369.65,132.49,277.06
26/02/2018,08:00,1300,0.00,373.33,134.29,224.21
26/02/2018,09:00,1300,0.00,341.19,100.28,138.41
26/02/2018,10:00,1300,0.00,317.13,74.34,88.45
26/02/2018,11:00,1300,0.00,308.61,63.94,78.05
26/02/2018,12:00,1300,0.00,300.15,53.60,105.77
26/02/2018,13:00,1300,0.00,310.36,61.93,142.64
26/02/2018,14:00,1300,0.00,337.05,86.75,187.86
26/02/2018,15:00,1300,0.00,386.80,134.62,297.37
26/02/2018,16:00,1300,0.00,438.49,184.43,420.08
26/02/2018,17:00,1300,0.00,489.93,234.00,614.69
26/02/2018,18:00,1300,63.78,579.41,321.60,707.11
26/02/2018,19:00,1300,155.00,674.38,414.69,787.75
26/02/2018,20:00,1300,224.16,747.29,485.73,833.31
26/02/2018,21:00,1300,426.57,953.46,690.02,988.66
26/02/2018,22:00,1300,470.57,1001.21,735.89,953.88
26/02/2018,23:00,1300,530.31,1064.71,797.51,904.43
27/02/2018,00:00,1300,572.51,1110.66,841.58,820.88
25/02/2018,01:00,0100,412.23,683.82,548.03,541.44
25/02/2018,02:00,0100,326.67,602.02,464.34,475.83
25/02/2018,03:00,0100,232.64,511.74,372.19,445.32
25/02/2018,04:00,0100,161.52,444.38,302.95,439.82
25/02/2018,05:00,0100,135.64,422.25,278.95,475.26
25/02/2018,06:00,0100,96.94,387.30,242.12,477.68
25/02/2018,07:00,0100,64.52,358.64,211.58,303.48
25/02/2018,08:00,0100,10.83,308.70,159.77,205.90
25/02/2018,09:00,0100,0.00,239.97,89.16,192.70
25/02/2018,10:00,0100,0.00,237.37,84.68,150.24
25/02/2018,11:00,0100,0.00,235.19,80.62,158.88
25/02/2018,12:00,0100,0.00,249.44,93.00,216.49
25/02/2018,13:00,0100,0.00,267.54,109.22,287.71
25/02/2018,14:00,0100,0.00,318.48,158.28,378.06
25/02/2018,15:00,0100,65.69,389.84,227.76,473.15
25/02/2018,16:00,0100,137.44,465.35,301.40,547.29
25/02/2018,17:00,0100,214.06,545.72,379.89,655.29
25/02/2018,18:00,0100,332.77,668.19,500.48,778.26
25/02/2018,19:00,0100,349.60,688.78,519.19,903.62
25/02/2018,20:00,0100,483.02,825.94,654.48,956.78
25/02/2018,21:00,0100,623.05,969.74,796.40,929.10
25/02/2018,22:00,0100,639.27,989.71,814.49,885.98
25/02/2018,23:00,0100,573.66,927.85,750.75,801.93
26/02/2018,00:00,0100,511.61,869.56,690.58,723.09
26/02/2018,01:00,0100,424.88,786.58,605.73,663.78
26/02/2018,02:00,0100,313.89,679.34,496.62,627.57
26/02/2018,03:00,0100,272.43,641.64,457.04,591.90
26/02/2018,04:00,0100,218.98,591.94,405.46,527.94
26/02/2018,05:00,0100,152.19,528.91,340.55,503.29
26/02/2018,06:00,0100,75.47,455.94,265.71,452.67
26/02/2018,07:00,0100,6.88,391.10,198.99,277.06
26/02/2018,08:00,0100,0.00,379.86,185.87,224.21
26/02/2018,09:00,0100,0.00,327.83,131.96,138.41
26/02/2018,10:00,0100,0.00,298.28,100.54,88.45
26/02/2018,11:00,0100,0.00,278.07,78.45,78.05
26/02/2018,12:00,0100,0.00,260.79,59.29,105.77
26/02/2018,13:00,0100,0.00,253.97,50.59,142.64
26/02/2018,14:00,0100,0.00,290.81,85.56,187.86
26/02/2018,15:00,0100,0.00,347.53,140.40,297.37
26/02/2018,16:00,0100,0.00,403.05,194.04,420.08
26/02/2018,17:00,0100,40.37,462.13,251.25,614.69
26/02/2018,18:00,0100,115.15,540.67,327.91,707.11
26/02/2018,19:00,0100,184.56,613.84,399.20,787.75
26/02/2018,20:00,0100,326.87,759.90,543.39,833.31
26/02/2018,21:00,0100,533.36,970.14,751.75,988.66
26/02/2018,22:00,0100,513.96,954.50,734.23,953.88
26/02/2018,23:00,0100,522.75,967.04,744.90,904.43
27/02/2018,00:00,0100,512.46,960.51,736.48,820.88
27/02/2018,01:00,0100,528.02,979.82,753.92,762.74
27/02/2018,02:00,0100,536.87,992.42,764.65,685.92
27/02/2018,03:00,0100,526.78,986.09,756.43,633.95
27/02/2018,04:00,0100,398.63,861.69,630.16,580.96
27/02/2018,05:00,0100,303.07,769.89,536.48,543.11
27/02/2018,06:00,0100,234.18,704.76,469.47,448.23
27/02/2018,07:00,0100,240.24,714.57,477.40,273.27
27/02/2018,08:00,0100,178.12,656.21,417.16,195.25
27/02/2018,09:00,0100,0.00,481.22,240.30,147.97
27/02/2018,10:00,0100,0.00,365.31,122.52,78.01
27/02/2018,11:00,0100,0.00,317.56,72.88,42.42
27/02/2018,12:00,0100,0.00,288.64,42.09,31.19
27/02/2018,13:00,0100,0.00,274.51,26.08,102.60
27/02/2018,14:00,0100,0.00,278.39,28.08,135.33
27/02/2018,15:00,0100,0.00,286.05,33.87,260.33
27/02/2018,16:00,0100,0.00,307.16,53.11,376.53
27/02/2018,17:00,0100,0.00,351.38,95.45,446.48
27/02/2018,18:00,0100,0.00,488.37,230.56,539.59
27/02/2018,19:00,0100,39.72,559.10,299.41,739.05
27/02/2018,20:00,0100,76.41,599.54,337.98,754.86
27/02/2018,21:00,0100,94.19,621.08,357.64,730.25
27/02/2018,22:00,0100,346.63,877.27,611.95,743.90
27/02/2018,23:00,0100,416.72,951.12,683.92,680.57
28/02/2018,00:00,0100,388.91,927.06,657.98,642.11
25/02/2018,01:00,0700,412.23,683.82,548.03,541.44
25/02/2018,02:00,0700,326.67,602.02,464.34,475.83
25/02/2018,03:00,0700,232.64,511.74,372.19,445.32
25/02/2018,04:00,0700,161.52,444.38,302.95,439.82
25/02/2018,05:00,0700,135.64,422.25,278.95,475.26
25/02/2018,06:00,0700,96.94,387.30,242.12,477.68
25/02/2018,07:00,0700,64.52,358.64,211.58,303.48
25/02/2018,08:00,0700,10.83,308.70,159.77,205.90
25/02/2018,09:00,0700,0.00,239.97,89.16,192.70
25/02/2018,10:00,0700,0.00,237.37,84.68,150.24
25/02/2018,11:00,0700,0.00,235.19,80.62,158.88
25/02/2018,12:00,0700,0.00,249.44,93.00,216.49
25/02/2018,13:00,0700,0.00,267.54,109.22,287.71
25/02/2018,14:00,0700,0.00,318.48,158.28,378.06
25/02/2018,15:00,0700,65.69,389.84,227.76,473.15
25/02/2018,16:00,0700,137.44,465.35,301.40,547.29
25/02/2018,17:00,0700,214.06,545.72,379.89,655.29
25/02/2018,18:00,0700,332.77,668.19,500.48,778.26
25/02/2018,19:00,0700,349.60,688.78,519.19,903.62
25/02/2018,20:00,0700,483.02,825.94,654.48,956.78
25/02/2018,21:00,0700,623.05,969.74,796.40,929.10
25/02/2018,22:00,0700,639.27,989.71,814.49,885.98
25/02/2018,23:00,0700,573.66,927.85,750.75,801.93
26/02/2018,00:00,0700,511.61,869.56,690.58,723.09
26/02/2018,01:00,0700,424.88,786.58,605.73,663.78
26/02/2018,02:00,0700,313.89,679.34,496.62,627.57
26/02/2018,03:00,0700,272.43,641.64,457.04,591.90
26/02/2018,04:00,0700,218.98,591.94,405.46,527.94
26/02/2018,05:00,0700,152.19,528.91,340.55,503.29
26/02/2018,06:00,0700,75.47,455.94,265.71,452.67
26/02/2018,07:00,0700,6.88,391.10,198.99,277.06
26/02/2018,08:00,0700,0.00,379.86,185.87,224.21
26/02/2018,09:00,0700,0.00,327.83,131.96,138.41
26/02/2018,10:00,0700,0.00,298.28,100.54,88.45
26/02/2018,11:00,0700,0.00,278.07,78.45,78.05
26/02/2018,12:00,0700,0.00,260.79,59.29,105.77
26/02/2018,13:00,0700,0.00,253.97,50.59,142.64
26/02/2018,14:00,0700,0.00,290.81,85.56,187.86
26/02/2018,15:00,0700,0.00,347.53,140.40,297.37
26/02/2018,16:00,0700,0.00,403.05,194.04,420.08
26/02/2018,17:00,0700,40.37,462.13,251.25,614.69
26/02/2018,18:00,0700,115.15,540.67,327.91,707.11
26/02/2018,19:00,0700,184.56,613.84,399.20,787.75
26/02/2018,20:00,0700,326.87,759.90,543.39,833.31
26/02/2018,21:00,0700,533.36,970.14,751.75,988.66
26/02/2018,22:00,0700,513.96,954.50,734.23,953.88
26/02/2018,23:00,0700,522.75,967.04,744.90,904.43
27/02/2018,00:00,0700,512.46,960.51,736.48,820.88
27/02/2018,01:00,0700,528.02,979.82,753.92,762.74
27/02/2018,02:00,0700,536.87,992.42,764.65,685.92
27/02/2018,03:00,0700,526.78,986.09,756.43,633.95
27/02/2018,04:00,0700,398.63,861.69,630.16,580.96
27/02/2018,05:00,0700,303.07,769.89,536.48,543.11
27/02/2018,06:00,0700,234.18,704.76,469.47,448.23
27/02/2018,07:00,0700,240.24,714.57,477.40,273.27
27/02/2018,08:00,0700,178.12,656.21,417.16,195.25
27/02/2018,09:00,0700,0.00,481.22,240.30,147.97
27/02/2018,10:00,0700,0.00,365.31,122.52,78.01
27/02/2018,11:00,0700,0.00,317.56,72.88,42.42
27/02/2018,12:00,0700,0.00,288.64,42.09,31.19
27/02/2018,13:00,0700,0.00,274.51,26.08,102.60
27/02/2018,14:00,0700,0.00,278.39,28.08,135.33
27/02/2018,15:00,0700,0.00,286.05,33.87,260.33
27/02/2018,16:00,0700,0.00,307.16,53.11,376.53
27/02/2018,17:00,0700,0.00,351.38,95.45,446.48
27/02/2018,18:00,0700,0.00,488.37,230.56,539.59
27/02/2018,19:00,0700,39.72,559.10,299.41,739.05
27/02/2018,20:00,0700,76.41,599.54,337.98,754.86
27/02/2018,21:00,0700,94.19,621.08,357.64,730.25
27/02/2018,22:00,0700,346.63,877.27,611.95,743.90
27/02/2018,23:00,0700,416.72,951.12,683.92,680.57
28/02/2018,00:00,0700,388.91,927.06,657.98,642.11
25/02/2018,01:00,1300,412.23,683.82,548.03,541.44
25/02/2018,02:00,1300,326.67,602.02,464.34,475.83
25/02/2018,03:00,1300,232.64,511.74,372.19,445.32
25/02/2018,04:00,1300,161.52,444.38,302.95,439.82
25/02/2018,05:00,1300,135.64,422.25,278.95,475.26
25/02/2018,06:00,1300,96.94,387.30,242.12,477.68
25/02/2018,07:00,1300,64.52,358.64,211.58,303.48
25/02/2018,08:00,1300,10.83,308.70,159.77,205.90
25/02/2018,09:00,1300,0.00,239.97,89.16,192.70
25/02/2018,10:00,1300,0.00,237.37,84.68,150.24
25/02/2018,11:00,1300,0.00,235.19,80.62,158.88
25/02/2018,12:00,1300,0.00,249.44,93.00,216.49
25/02/2018,13:00,1300,0.00,267.54,109.22,287.71
25/02/2018,14:00,1300,0.00,318.48,158.28,378.06
25/02/2018,15:00,1300,65.69,389.84,227.76,473.15
25/02/2018,16:00,1300,137.44,465.35,301.40,547.29
25/02/2018,17:00,1300,214.06,545.72,379.89,655.29
25/02/2018,18:00,1300,332.77,668.19,500.48,778.26
25/02/2018,19:00,1300,349.60,688.78,519.19,903.62
25/02/2018,20:00,1300,483.02,825.94,654.48,956.78
25/02/2018,21:00,1300,623.05,969.74,796.40,929.10
25/02/2018,22:00,1300,639.27,989.71,814.49,885.98
25/02/2018,23:00,1300,573.66,927.85,750.75,801.93
26/02/2018,00:00,1300,511.61,869.56,690.58,723.09
26/02/2018,01:00,1300,424.88,786.58,605.73,663.78
26/02/2018,02:00,1300,313.89,679.34,496.62,627.57
26/02/2018,03:00,1300,272.43,641.64,457.04,591.90
26/02/2018,04:00,1300,218.98,591.94,405.46,527.94
26/02/2018,05:00,1300,152.19,528.91,340.55,503.29
26/02/2018,06:00,1300,75.47,455.94,265.71,452.67
26/02/2018,07:00,1300,6.88,391.10,198.99,277.06
26/02/2018,08:00,1300,0.00,379.86,185.87,224.21
26/02/2018,09:00,1300,0.00,327.83,131.96,138.41
26/02/2018,10:00,1300,0.00,298.28,100.54,88.45
26/02/2018,11:00,1300,0.00,278.07,78.45,78.05
26/02/2018,12:00,1300,0.00,260.79,59.29,105.77
26/02/2018,13:00,1300,0.00,253.97,50.59,142.64
26/02/2018,14:00,1300,0.00,290.81,85.56,187.86
26/02/2018,15:00,1300,0.00,347.53,140.40,297.37
26/02/2018,16:00,1300,0.00,403.05,194.04,420.08
26/02/2018,17:00,1300,40.37,462.13,251.25,614.69
26/02/2018,18:00,1300,115.15,540.67,327.91,707.11
26/02/2018,19:00,1300,184.56,613.84,399.20,787.75
26/02/2018,20:00,1300,326.87,759.90,543.39,833.31
26/02/2018,21:00,1300,533.36,970.14,751.75,988.66
26/02/2018,22:00,1300,513.96,954.50,734.23,953.88
26/02/2018,23:00,1300,522.75,967.04,744.90,904.43
27/02/2018,00:00,1300,512.46,960.51,736.48,820.88
27/02/2018,01:00,1300,528.02,979.82,753.92,762.74
27/02/2018,02:00,1300,536.87,992.42,764.65,685.92
27/02/2018,03:00,1300,526.78,986.09,756.43,633.95
27/02/2018,04:00,1300,398.63,861.69,630.16,580.96
27/02/2018,05:00,1300,303.07,769.89,536.48,543.11
27/02/2018,06:00,1300,234.18,704.76,469.47,448.23
27/02/2018,07:00,1300,240.24,714.57,477.40,273.27
27/02/2018,08:00,1300,178.12,656.21,417.16,195.25
27/02/2018,09:00,1300,0.00,481.22,240.30,147.97
27/02/2018,10:00,1300,0.00,365.31,122.52,78.01
27/02/2018,11:00,1300,0.00,317.56,72.88,42.42
27/02/2018,12:00,1300,0.00,288.64,42.09,31.19
27/02/2018,13:00,1300,0.00,274.51,26.08,102.60
27/02/2018,14:00,1300,0.00,278.39,28.08,135.33
27/02/2018,15:00,1300,0.00,286.05,33.87,260.33
27/02/2018,16:00,1300,0.00,307.16,53.11,376.53
27/02/2018,17:00,1300,0.00,351.38,95.45,446.48
27/02/2018,18:00,1300,0.00,488.37,230.56,539.59
27/02/2018,19:00,1300,39.72,559.10,299.41,739.05
27/02/2018,20:00,1300,76.41,599.54,337.98,754.86
27/02/2018,21:00,1300,94.19,621.08,357.64,730.25
27/02/2018,22:00,1300,346.63,877.27,611.95,743.90
27/02/2018,23:00,1300,416.72,951.12,683.92,680.57
28/02/2018,00:00,1300,388.91,927.06,657.98,642.11
26/02/2018,01:00,0100,386.56,658.15,522.36,663.78
26/02/2018,02:00,0100,345.48,620.82,483.15,627.57
26/02/2018,03:00,0100,278.88,557.98,418.43,591.90
26/02/2018,04:00,0100,259.58,542.44,401.01,527.94
26/02/2018,05:00,0100,209.19,495.80,352.50,503.29
26/02/2018,06:00,0100,126.35,416.72,271.53,452.67
26/02/2018,07:00,0100,62.18,356.30,209.24,277.06
26/02/2018,08:00,0100,52.81,350.68,201.74,224.21
26/02/2018,09:00,0100,0.00,273.91,123.10,138.41
26/02/2018,10:00,0100,0.00,279.47,126.77,88.45
26/02/2018,11:00,0100,0.00,254.64,100.07,78.05
26/02/2018,12:00,0100,0.00,212.47,56.02,105.77
26/02/2018,13:00,0100,0.00,213.65,55.33,142.64
26/02/2018,14:00,0100,0.00,245.17,84.97,187.86
26/02/2018,15:00,0100,0.00,310.51,148.44,297.37
26/02/2018,16:00,0100,35.87,363.78,199.82,420.08
26/02/2018,17:00,0100,134.15,465.81,299.98,614.69
26/02/2018,18:00,0100,205.09,540.51,372.80,707.11
26/02/2018,19:00,0100,301.35,640.52,470.94,787.75
26/02/2018,20:00,0100,429.20,772.13,600.67,833.31
26/02/2018,21:00,0100,619.92,966.60,793.26,988.66
26/02/2018,22:00,0100,580.01,930.44,755.23,953.88
26/02/2018,23:00,0100,578.13,932.32,755.23,904.43
27/02/2018,00:00,0100,560.86,918.80,739.83,820.88
27/02/2018,01:00,0100,563.87,925.56,744.72,762.74
27/02/2018,02:00,0100,530.77,896.22,713.50,685.92
27/02/2018,03:00,0100,490.13,859.33,674.73,633.95
27/02/2018,04:00,0100,359.39,732.35,545.87,580.96
27/02/2018,05:00,0100,290.41,667.13,478.77,543.11
27/02/2018,06:00,0100,257.43,637.90,447.67,448.23
27/02/2018,07:00,0100,260.02,644.24,452.13,273.27
27/02/2018,08:00,0100,217.63,605.61,411.62,195.25
27/02/2018,09:00,0100,80.68,472.42,276.55,147.97
27/02/2018,10:00,0100,0.00,347.98,150.24,78.01
27/02/2018,11:00,0100,0.00,307.60,107.98,42.42
27/02/2018,12:00,0100,0.00,285.55,84.06,31.19
27/02/2018,13:00,0100,0.00,255.78,52.41,102.60
27/02/2018,14:00,0100,0.00,247.74,42.49,135.33
27/02/2018,15:00,0100,0.00,288.23,81.10,260.33
27/02/2018,16:00,0100,0.00,327.62,118.61,376.53
27/02/2018,17:00,0100,0.79,422.56,211.67,446.48
27/02/2018,18:00,0100,133.12,558.64,345.88,539.59
27/02/2018,19:00,0100,201.68,630.95,416.31,739.05
27/02/2018,20:00,0100,259.06,692.09,475.57,754.86
27/02/2018,21:00,0100,310.68,747.46,529.07,730.25
27/02/2018,22:00,0100,474.18,914.72,694.45,743.90
27/02/2018,23:00,0100,545.96,990.25,768.10,680.57
28/02/2018,00:00,0100,523.16,971.20,747.18,642.11
28/02/2018,01:00,0100,458.74,910.54,684.64,614.83
28/02/2018,02:00,0100,368.10,823.66,595.88,514.69
28/02/2018,03:00,0100,303.98,763.29,533.63,482.86
28/02/2018,04:00,0100,279.73,742.80,511.27,425.07
28/02/2018,05:00,0100,176.92,643.74,410.33,381.59
28/02/2018,06:00,0100,80.93,551.51,316.22,337.67
28/02/2018,07:00,0100,0.00,455.35,218.19,206.82
28/02/2018,08:00,0100,0.00,422.93,183.89,192.69
28/02/2018,09:00,0100,0.00,380.66,139.74,167.94
28/02/2018,10:00,0100,0.00,372.15,129.36,172.25
28/02/2018,11:00,0100,0.00,352.40,107.72,158.25
28/02/2018,12:00,0100,0.00,357.37,110.82,174.70
28/02/2018,13:00,0100,0.00,372.90,124.47,183.77
28/02/2018,14:00,0100,0.00,416.98,166.68,220.84
28/02/2018,15:00,0100,0.00,489.83,237.65,278.91
28/02/2018,16:00,0100,52.95,561.07,307.01,328.62
28/02/2018,17:00,0100,136.05,647.92,391.98,396.18
28/02/2018,18:00,0100,216.95,732.58,474.76,483.57
28/02/2018,19:00,0100,236.93,756.31,496.62,602.36
28/02/2018,20:00,0100,352.97,876.10,614.53,632.52
28/02/2018,21:00,0100,602.21,1129.10,865.65,607.60
28/02/2018,22:00,0100,625.48,1156.12,890.80,617.28
28/02/2018,23:00,0100,606.13,1140.52,873.33,630.19
01/03/2018,00:00,0100,496.76,1034.91,765.83,577.19
26/02/2018,01:00,0700,386.56,658.15,522.36,663.78
26/02/2018,02:00,0700,345.48,620.82,483.15,627.57
26/02/2018,03:00,0700,278.88,557.98,418.43,591.90
26/02/2018,04:00,0700,259.58,542.44,401.01,527.94
26/02/2018,05:00,0700,209.19,495.80,352.50,503.29
26/02/2018,06:00,0700,126.35,416.72,271.53,452.67
26/02/2018,07:00,0700,62.18,356.30,209.24,277.06
26/02/2018,08:00,0700,52.81,350.68,201.74,224.21
26/02/2018,09:00,0700,0.00,273.91,123.10,138.41
26/02/2018,10:00,0700,0.00,279.47,126.77,88.45
26/02/2018,11:00,0700,0.00,254.64,100.07,78.05
26/02/2018,12:00,0700,0.00,212.47,56.02,105.77
26/02/2018,13:00,0700,0.00,213.65,55.33,142.64
26/02/2018,14:00,0700,0.00,245.17,84.97,187.86
26/02/2018,15:00,0700,0.00,310.51,148.44,297.37
26/02/2018,16:00,0700,35.87,363.78,199.82,420.08
26/02/2018,17:00,0700,134.15,465.81,299.98,614.69
26/02/2018,18:00,0700,205.09,540.51,372.80,707.11
26/02/2018,19:00,0700,301.35,640.52,470.94,787.75
26/02/2018,20:00,0700,429.20,772.13,600.67,833.31
26/02/2018,21:00,0700,619.92,966.60,793.26,988.66
26/02/2018,22:00,0700,580.01,930.44,755.23,953.88
26/02/2018,23:00,0700,578.13,932.32,755.23,904.43
27/02/2018,00:00,0700,560.86,918.80,739.83,820.88
27/02/2018,01:00,0700,563.87,925.56,744.72,762.74
27/02/2018,02:00,0700,530.77,896.22,713.50,685.92
27/02/2018,03:00,0700,490.13,859.33,674.73,633.95
27/02/2018,04:00,0700,359.39,732.35,545.87,580.96
27/02/2018,05:00,0700,290.41,667.13,478.77,543.11
27/02/2018,06:00,0700,257.43,637.90,447.67,448.23
27/02/2018,07:00,0700,260.02,644.24,452.13,273.27
27/02/2018,08:00,0700,217.63,605.61,411.62,195.25
27/02/2018,09:00,0700,80.68,472.42,276.55,147.97
27/02/2018,10:00,0700,0.00,347.98,150.24,78.01
27/02/2018,11:00,0700,0.00,307.60,107.98,42.42
27/02/2018,12:00,0700,0.00,285.55,84.06,31.19
27/02/2018,13:00,0700,0.00,255.78,52.41,102.60
27/02/2018,14:00,0700,0.00,247.74,42.49,135.33
27/02/2018,15:00,0700,0.00,288.23,81.10,260.33
27/02/2018,16:00,0700,0.00,327.62,118.61,376.53
27/02/2018,17:00,0700,0.79,422.56,211.67,446.48
27/02/2018,18:00,0700,133.12,558.64,345.88,539.59
27/02/2018,19:00,0700,201.68,630.95,416.31,739.05
27/02/2018,20:00,0700,259.06,692.09,475.57,754.86
27/02/2018,21:00,0700,310.68,747.46,529.07,730.25
27/02/2018,22:00,0700,474.18,914.72,694.45,743.90
27/02/2018,23:00,0700,545.96,990.25,768.10,680.57
28/02/2018,00:00,0700,523.16,971.20,747.18,642.11
28/02/2018,01:00,0700,458.74,910.54,684.64,614.83
28/02/2018,02:00,0700,368.10,823.66,595.88,514.69
28/02/2018,03:00,0700,303.98,763.29,533.63,482.86
28/02/2018,04:00,0700,279.73,742.80,511.27,425.07
28/02/2018,05:00,0700,176.92,643.74,410.33,381.59
28/02/2018,06:00,0700,80.93,551.51,316.22,337.67
28/02/2018,07:00,0700,0.00,455.35,218.19,206.82
28/02/2018,08:00,0700,0.00,422.93,183.89,192.69
28/02/2018,09:00,0700,0.00,380.66,139.74,167.94
28/02/2018,10:00,0700,0.00,372.15,129.36,172.25
28/02/2018,11:00,0700,0.00,352.40,107.72,158.25
28/02/2018,12:00,0700,0.00,357.37,110.82,174.70
28/02/2018,13:00,0700,0.00,372.90,124.47,183.77
28/02/2018,14:00,0700,0.00,416.98,166.68,220.84
28/02/2018,15:00,0700,0.00,489.83,237.65,278.91
28/02/2018,16:00,0700,52.95,561.07,307.01,328.62
28/02/2018,17:00,0700,136.05,647.92,391.98,396.18
28/02/2018,18:00,0700,216.95,732.58,474.76,483.57
28/02/2018,19:00,0700,236.93,756.31,496.62,602.36
28/02/2018,20:00,0700,352.97,876.10,614.53,632.52
28/02/2018,21:00,0700,602.21,1129.10,865.65,607.60
28/02/2018,22:00,0700,625.48,1156.12,890.80,617.28
28/02/2018,23:00,0700,606.13,1140.52,873.33,630.19
01/03/2018,00:00,0700,496.76,1034.91,765.83,577.19
26/02/2018,01:00,1300,386.56,658.15,522.36,663.78
26/02/2018,02:00,1300,345.48,620.82,483.15,627.57
26/02/2018,03:00,1300,278.88,557.98,418.43,591.90
26/02/2018,04:00,1300,259.58,542.44,401.01,527.94
26/02/2018,05:00,1300,209.19,495.80,352.50,503.29
26/02/2018,06:00,1300,126.35,416.72,271.53,452.67
26/02/2018,07:00,1300,62.18,356.30,209.24,277.06
26/02/2018,08:00,1300,52.81,350.68,201.74,224.21
26/02/2018,09:00,1300,0.00,273.91,123.10,138.41
26/02/2018,10:00,1300,0.00,279.47,126.77,88.45
26/02/2018,11:00,1300,0.00,254.64,100.07,78.05
26/02/2018,12:00,1300,0.00,212.47,56.02,105.77
26/02/2018,13:00,1300,0.00,213.65,55.33,142.64
26/02/2018,14:00,1300,0.00,245.17,84.97,187.86
26/02/2018,15:00,1300,0.00,310.51,148.44,297.37
26/02/2018,16:00,1300,35.87,363.78,199.82,420.08
26/02/2018,17:00,1300,134.15,465.81,299.98,614.69
26/02/2018,18:00,1300,205.09,540.51,372.80,707.11
26/02/2018,19:00,1300,301.35,640.52,470.94,787.75
26/02/2018,20:00,1300,429.20,772.13,600.67,833.31
26/02/2018,21:00,1300,619.92,966.60,793.26,988.66
26/02/2018,22:00,1300,580.01,930.44,755.23,953.88
26/02/2018,23:00,1300,578.13,932.32,755.23,904.43
27/02/2018,00:00,1300,560.86,918.80,739.83,820.88
27/02/2018,01:00,1300,563.87,925.56,744.72,762.74
27/02/2018,02:00,1300,530.77,896.22,713.50,685.92
27/02/2018,03:00,1300,490.13,859.33,674.73,633.95
27/02/2018,04:00,1300,359.39,732.35,545.87,580.96
27/02/2018,05:00,1300,290.41,667.13,478.77,543.11
27/02/2018,06:00,1300,257.43,637.90,447.67,448.23
27/02/2018,07:00,1300,260.02,644.24,452.13,273.27
27/02/2018,08:00,1300,217.63,605.61,411.62,195.25
27/02/2018,09:00,1300,80.68,472.42,276.55,147.97
27/02/2018,10:00,1300,0.00,347.98,150.24,78.01
27/02/2018,11:00,1300,0.00,307.60,107.98,42.42
27/02/2018,12:00,1300,0.00,285.55,84.06,31.19
27/02/2018,13:00,1300,0.00,255.78,52.41,102.60
27/02/2018,14:00,1300,0.00,247.74,42.49,135.33
27/02/2018,15:00,1300,0.00,288.23,81.10,260.33
27/02/2018,16:00,1300,0.00,327.62,118.61,376.53
27/02/2018,17:00,1300,0.79,422.56,211.67,446.48
27/02/2018,18:00,1300,133.12,558.64,345.88,539.59
27/02/2018,19:00,1300,201.68,630.95,416.31,739.05
27/02/2018,20:00,1300,259.06,692.09,475.57,754.86
27/02/2018,21:00,1300,310.68,747.46,529.07,730.25
27/02/2018,22:00,1300,474.18,914.72,694.45,743.90
27/02/2018,23:00,1300,545.96,990.25,768.10,680.57
28/02/2018,00:00,1300,523.16,971.20,747.18,642.11
28/02/2018,01:00,1300,458.74,910.54,684.64,614.83
28/02/2018,02:00,1300,368.10,823.66,595.88,514.69
28/02/2018,03:00,1300,303.98,763.29,533.63,482.86
28/02/2018,04:00,1300,279.73,742.80,511.27,425.07
28/02/2018,05:00,1300,176.92,643.74,410.33,381.59
28/02/2018,06:00,1300,80.93,551.51,316.22,337.67
28/02/2018,07:00,1300,0.00,455.35,218.19,206.82
